,country,population,article_name,revision_id,article_quality
2611,Australia,23888000,Herbert Dunn (politician),774650264,Start
2612,Australia,23888000,Edward Alfred Anstey,774650494,Start
2613,Australia,23888000,Maurice Parish,774650898,Start
2614,Australia,23888000,Beasley Kearney,774650936,Start
2615,Australia,23888000,John O'Connor (Australian politician),774650966,Start
2616,Australia,23888000,Edward Twopeny,774651465,Start
2617,Australia,23888000,John Ingleby (Australian politician),774662794,Start
2618,Australia,23888000,Thompson Green,774663668,Start
2619,Australia,23888000,William Cole (Australian politician),774663693,Start
2620,Australia,23888000,Alexander McDonald (Australian politician),774663761,Stub
2621,Australia,23888000,William Miller (South Australian politician),774663779,Start
2622,Australia,23888000,John Pick (politician),774664822,Start
2623,Australia,23888000,Arthur Marshall (politician),774678532,Start
2624,Australia,23888000,Allan Grice,774718892,C
2625,Australia,23888000,Harriet Shing,774868532,Stub
2626,Australia,23888000,Edgar Hampton Warren,774900356,Start
2627,Australia,23888000,David Storrer,774969432,Start
2628,Australia,23888000,Ned Davis,774977793,Stub
2629,Australia,23888000,John Travers (1867–1928),774990079,Start
2630,Australia,23888000,Robyn Clarke,775076894,Stub
2631,Australia,23888000,Lisa O'Malley,775080153,Stub
2632,Australia,23888000,Cassie Rowe,775081079,Stub
2633,Australia,23888000,Jessica Shaw,775081371,Stub
2634,Australia,23888000,John Cheek,775178204,Stub
2635,Australia,23888000,Peter Khalil,775184313,Start
2636,Australia,23888000,Walter Kingsmill,775187780,Start
2637,Australia,23888000,William O'Connell (politician),775350796,Start
2638,Australia,23888000,Matthew Battersby,775355022,Start
2639,Australia,23888000,James Hague,775368667,Stub
2640,Australia,23888000,Moses Gabb,775426660,GA
2641,Australia,23888000,Dorothy Pratt,775515825,Stub
2642,Australia,23888000,Ken Turner (politician),775515964,Stub
2643,Australia,23888000,Nathaniel Levi,775643831,Stub
2644,Australia,23888000,Francis Bernard Keogh,775688340,Start
2645,Australia,23888000,Jack Simpson (politician),775766814,Stub
2646,Australia,23888000,John Devine (Australian rules footballer),775816502,Start
2647,Australia,23888000,Jacqui Burke,775820650,Stub
2648,Australia,23888000,William Walker (New South Wales colonial politician),775836753,Start
2649,Australia,23888000,John Walsh (Australian politician),775836835,Start
2650,Australia,23888000,James Curley (Australian politician),775941480,Stub
2651,Australia,23888000,James Ellis (Australian politician),775951833,Stub
2652,Australia,23888000,James Fitzgerald Murray,775955106,Stub
2653,Australia,23888000,James Gannon (politician),775959753,Stub
2654,Australia,23888000,James Giles (politician),775960843,Stub
2655,Australia,23888000,James Henry Young,775969337,Start
2656,Australia,23888000,James McInerney (politician),775988338,Stub
2657,Australia,23888000,James Mitchell (New South Wales politician),775990403,Stub
2658,Australia,23888000,Murray Thompson,775990965,C
2659,Australia,23888000,James Murphy (New South Wales politician),775992923,Stub
2660,Australia,23888000,James Robinson (Australian politician),776006484,Stub
2661,Australia,23888000,James Taylor (New South Wales politician),776019932,Stub
2662,Australia,23888000,James Walker (New South Wales politician),776028502,Stub
2663,Australia,23888000,James Webb (Australian politician),776030397,Stub
2664,Australia,23888000,Jan Kronberg,776085207,Start
2665,Australia,23888000,Billy Gordon,776104428,Start
2666,Australia,23888000,Jane Hill (politician),776116329,Start
2667,Australia,23888000,James Purcell (politician),776132686,Start
2668,Australia,23888000,Sally Talbot,776294794,Start
2669,Australia,23888000,Jean Baptiste Louis Isambert,776337526,Stub
2670,Australia,23888000,Deb Frecklington,776479420,Start
2671,Australia,23888000,Jeremiah Rundle,776491566,Stub
2672,Australia,23888000,Ljiljanna Ravlich,776501665,Start
2673,Australia,23888000,Joan Hall,776766842,Start
2674,Australia,23888000,John Adamson (Queensland politician),776901246,Start
2675,Australia,23888000,John Alexander (New South Wales colonial politician),776903234,Stub
2676,Australia,23888000,John Annear (politician),776906619,Stub
2677,Australia,23888000,Donald Campbell (Australian politician),776920334,Stub
2678,Australia,23888000,Edward Cleary (Australian politician),776920854,Stub
2679,Australia,23888000,John Benton Wild,776921664,Stub
2680,Australia,23888000,John Birt (politician),776924226,Stub
2681,Australia,23888000,John Clemons,776950217,Stub
2682,Australia,23888000,Frank Hourigan,776980854,Start
2683,Australia,23888000,Frederick Hickford,776981231,Stub
2684,Australia,23888000,John Galbally,777024091,C
2685,Australia,23888000,Hugh McKinnon (Australian politician),777027418,Stub
2686,Australia,23888000,John Higham (Australian politician),777063118,Start
2687,Australia,23888000,John Joseph Mullen,777087575,Stub
2688,Australia,23888000,Craig Thomson (politician),777157698,C
2689,Australia,23888000,Richard Alfred O'Connor,777207504,Stub
2690,Australia,23888000,John Sinclair (environmentalist),777223824,Stub
2691,Australia,23888000,John Zarb,777278180,Stub
2692,Australia,23888000,Jon Philp,777352348,Start
2693,Australia,23888000,Bob McClure (politician),777628748,Stub
2694,Australia,23888000,Joy Burch,777638268,Stub
2695,Australia,23888000,Sabine Winton,777746975,Stub
2696,Australia,23888000,Charles Porter (Australian politician),777774031,Start
2697,Australia,23888000,Julian Leeser,777777141,Start
2698,Australia,23888000,Wally Rae,777781865,Stub
2699,Australia,23888000,Harry Black (politician),777793681,Stub
2700,Australia,23888000,Bill Feldman,777793728,Start
2701,Australia,23888000,Peter Prenzler,777793785,Start
2702,Australia,23888000,Heather Hill (politician),777793860,Start
2703,Australia,23888000,Nicholas Fitzgerald (politician),777945304,Stub
2704,Australia,23888000,Samuel Grimes,777971229,Stub
2705,Australia,23888000,Richard Wood (Australian politician),778055601,Stub
2706,Australia,23888000,Edward Smith Hill,778108835,Stub
2707,Australia,23888000,Anne Stanley (politician),778179746,Stub
2708,Australia,23888000,Francis Mason (politician),778206906,Stub
2709,Australia,23888000,Karin MacDonald,778330691,Stub
2710,Australia,23888000,Katie Hodson-Thomas,778454136,Start
2711,Australia,23888000,Kaye Darveniza,778489667,Start
2712,Australia,23888000,Frances Bedford,778517567,Start
2713,Australia,23888000,Kerrie Tucker,778699993,C
2714,Australia,23888000,Christopher McRae (Australian politician),778788490,Stub
2715,Australia,23888000,David O'Loughlin (Australian politician),778788545,Start
2716,Australia,23888000,Ernest Hannaford,778788609,Stub
2717,Australia,23888000,Frederick Derham,778788617,Stub
2718,Australia,23888000,Wendy Duncan,778870290,C
2719,Australia,23888000,Roy Moir,778922774,Stub
2720,Australia,23888000,Samuel Dickson (Australian politician),778923934,Stub
2721,Australia,23888000,Eve Dutton,778992411,Start
2722,Australia,23888000,Carol Martin,779183234,C
2723,Australia,23888000,Tony Mulder,779270890,Start
2724,Australia,23888000,Adele Carles,779529534,C
2725,Australia,23888000,James Newton (Tasmanian politician),779642832,Stub
2726,Australia,23888000,John Toohey (politician),779709896,Stub
2727,Australia,23888000,Frank Beaurepaire,779749177,C
2728,Australia,23888000,Paul O'Grady (politician),779776097,C
2729,Australia,23888000,Madeleine Ogilvie,780148513,Start
2730,Australia,23888000,Licia Kokocinski,780478395,Start
2731,Australia,23888000,Andrew White (Australian politician),780574911,Stub
2732,Australia,23888000,Richard Vale,780590055,Stub
2733,Australia,23888000,Lindy Nelson-Carr,780632101,C
2734,Australia,23888000,Liz Beattie,780683990,Start
2735,Australia,23888000,Liz Penfold,780843781,Start
2736,Australia,23888000,Liz Cunningham,780916597,C
2737,Australia,23888000,Michael Cleary (rugby),781080016,C
2738,Australia,23888000,Liz Behjat,781569596,Start
2739,Australia,23888000,Robyn McSweeney,781570818,Stub
2740,Australia,23888000,Laine McDonald,781570952,Stub
2741,Australia,23888000,Helen Morton,781571056,Stub
2742,Australia,23888000,Alannah MacTiernan,781571315,Start
2743,Australia,23888000,Alison Xamon,781572810,Start
2744,Australia,23888000,Elise Irwin,781579397,Stub
2745,Australia,23888000,Julian Hill,781611506,Start
2746,Australia,23888000,Jon Gee,781614317,Stub
2747,Australia,23888000,Danielle Green,781731628,Start
2748,Australia,23888000,Bill D'Arcy,781755056,Stub
2749,Australia,23888000,Judy Spence,781759360,Start
2750,Australia,23888000,List of whips in the Australian Senate,781933623,B
2751,Australia,23888000,Emily Hamilton (politician),781936403,Stub
2752,Australia,23888000,Terry Martin (politician),781948659,Start
2753,Australia,23888000,Jacqui Boydell,781980382,Stub
2754,Australia,23888000,Rosa Lee Long,781988824,C
2755,Australia,23888000,William Mayne (Australian politician),782005419,Stub
2756,Australia,23888000,Henry Gullett (New South Wales politician),782171879,Start
2757,Australia,23888000,Lorraine Wreford,782308585,Stub
2758,Australia,23888000,Louise Littlewood,782378616,Stub
2759,Australia,23888000,Lucy Horodny,782506096,Start
2760,Australia,23888000,Barry Morris,782658257,C
2761,Australia,23888000,Sid Cramp,782688701,Stub
2762,Australia,23888000,Natalie Suleyman,782782113,Start
2763,Australia,23888000,Charles Sargeant,782811929,Stub
2764,Australia,23888000,Milton Ballantyne,782983618,Stub
2765,Australia,23888000,William Young (Tasmanian politician),782986372,Stub
2766,Australia,23888000,Brian Austin,783027409,Start
2767,Australia,23888000,Kate Worden,783095896,Start
2768,Australia,23888000,Kezia Purick,783232929,C
2769,Australia,23888000,Paul Kirby,783254669,Start
2770,Australia,23888000,Marion Reilly,783551570,Start
2771,Australia,23888000,Marion Scrymgour,783551868,C
2772,Australia,23888000,Harry Massey,783580577,Stub
2773,Australia,23888000,Mark Pearson (politician),783605831,Start
2774,Australia,23888000,James Laidley,783606376,Stub
2775,Australia,23888000,John Della Bosca,783703342,C
2776,Australia,23888000,Jack Paff,783720378,Stub
2777,Australia,23888000,Matt McEachan,783817818,Stub
2778,Australia,23888000,Ivor MacGillivray,784241013,Start
2779,Australia,23888000,Gordon Nuttall,784261765,GA
2780,Australia,23888000,Michael Cobb,784686381,Start
2781,Australia,23888000,Henry Bloomfield (politician),784722803,Stub
2782,Australia,23888000,Frank De Stefano,784743407,C
2783,Australia,23888000,Leslie Payne,784769407,Stub
2784,Australia,23888000,Lyn Breuer,784782650,Stub
2785,Australia,23888000,Gary Higgins,784795643,Start
2786,Australia,23888000,Rick Farley,784854444,C
2787,Australia,23888000,Mick Veivers,784881558,Start
2788,Australia,23888000,Ryan Murphy (Australian politician),784975725,Start
2789,Australia,23888000,Hubert Sizer,784986341,Stub
2790,Australia,23888000,Anne Warner (politician),785078850,Start
2791,Australia,23888000,James Hayes (Australian politician),785166672,Stub
2792,Australia,23888000,Scott Driscoll,785344805,GA
2793,Australia,23888000,Colleen Hartland,785400743,Start
2794,Australia,23888000,William Robson (1843–1920),785875549,Stub
2795,Australia,23888000,Mark Brindal,785896838,C
2796,Australia,23888000,Daniel Young,785956238,Stub
2797,Australia,23888000,Adele Farina,785963723,C
2798,Australia,23888000,Richard Hyne,786232945,Stub
2799,Australia,23888000,Kathryn Greiner,786272877,C
2800,Australia,23888000,Florence Cardell-Oliver,786343632,C
2801,Australia,23888000,Audrey Reader,786345242,Start
2802,Australia,23888000,Kaila Murnain,786394266,C
2803,Australia,23888000,Ian Kaye,786413502,Stub
2804,Australia,23888000,Leonard Hill (politician),786525289,Stub
2805,Australia,23888000,Neville Christian,786563527,Stub
2806,Australia,23888000,Helena Carr,786725902,Start
2807,Australia,23888000,Pam O'Neil,786781604,Stub
2808,Australia,23888000,Pam Beggs,786781679,Start
2809,Australia,23888000,Pam Allan,786781930,Stub
2810,Australia,23888000,Rosemary Kyburz,786794617,Start
2811,Australia,23888000,Len Stephan,786794647,Start
2812,Australia,23888000,Matthew Baird (politician),786861459,Start
2813,Australia,23888000,Eliza Grey,786865174,C
2814,Australia,23888000,Tim Hammond (politician),786873901,Start
2815,Australia,23888000,Mike Freelander,786920009,Start
2816,Australia,23888000,Faye Lo Po',786932592,Start
2817,Australia,23888000,Charles Rappolt,786955175,Start
2818,Australia,23888000,Ray Bailey,787030599,Stub
2819,Australia,23888000,Kathleen Maltzahn,787200816,C
2820,Australia,23888000,Jenny Mikakos,787310863,Start
2821,Australia,23888000,Ray O'Connor,787358271,C
2822,Australia,23888000,Pat Farmer,787394470,C
2823,Australia,23888000,Nicolle Flint,787411731,C
2824,Australia,23888000,Jeanette Powell,787434422,Start
2825,Australia,23888000,Robert Simms (politician),787567664,Start
2826,Australia,23888000,Edward Clark (Australian politician),787606404,Stub
2827,Australia,23888000,Ralph McLean (politician),787675702,Start
2828,Australia,23888000,Jim Wilkinson (Australian politician),787795627,Start
2829,Australia,23888000,John Dow (Australian politician),787864171,Stub
2830,Australia,23888000,Jane Garrett,787882995,Start
2831,Australia,23888000,Alan Stewart (Australian politician),788141602,Stub
2832,Australia,23888000,James Bligh,788165859,Stub
2833,Australia,23888000,Michael Easson,788187958,C
2834,Australia,23888000,Mike Ovington,788260223,Stub
2835,Australia,23888000,Alexander Baxter,788338278,Stub
2836,Australia,23888000,Alexander Brown (Australian politician),788340977,Stub
2837,Australia,23888000,Alexander Busby (politician),788341781,Stub
2838,Australia,23888000,Alexander Gordon (Australian politician),788352231,Stub
2839,Australia,23888000,Alexander Longmore,788362927,Stub
2840,Australia,23888000,Joyce Steele,788372187,Start
2841,Australia,23888000,Alexander Park (politician),788373785,Stub
2842,Australia,23888000,Alexander Portus,788375836,Stub
2843,Australia,23888000,Alexander Ross (Australian politician),788377913,Stub
2844,Australia,23888000,Alexander Warren,788385622,Stub
2845,Australia,23888000,Alfred Conroy,788432667,Stub
2846,Australia,23888000,Alick Kay,788504526,Start
2847,Australia,23888000,Francis Merewether (Australian politician),788582836,Stub
2848,Australia,23888000,Sonya Kilkenny,788618871,Start
2849,Australia,23888000,Jessica Stojkovski,788629953,Stub
2850,Australia,23888000,Andrew Theophanous,788671700,C
2851,Australia,23888000,Henry Tossell,788701080,Start
2852,Australia,23888000,Alyssa Hayden,788733337,Stub
2853,Australia,23888000,John Coulter (politician),788748457,Start
2854,Australia,23888000,Natasha Stott Despoja,788754652,C
2855,Australia,23888000,Brian Greig,788756071,Start
2856,Australia,23888000,John Tingle,788853455,Start
2857,Australia,23888000,James Murdoch Jr.,788866130,Stub
2858,Australia,23888000,James Murdoch Sr.,788866166,Stub
2859,Australia,23888000,Louis Shoobridge Sr.,788866249,Stub
2860,Australia,23888000,Louis Shoobridge Jr.,788866276,Stub
2861,Australia,23888000,Peter McCrackan,788866328,Stub
2862,Australia,23888000,Richard McKenzie (Tasmanian politician),788866388,Stub
2863,Australia,23888000,Leo McPartlan,788866408,Stub
2864,Australia,23888000,Colin Tincknell,788941773,Stub
2865,Australia,23888000,Charles Smith (Western Australian politician),788944517,Start
2866,Australia,23888000,Andre Nobbs,789044614,Stub
2867,Australia,23888000,Andrew Lysaght Sr.,789096688,Stub
2868,Australia,23888000,Angela Owen-Taylor,789198518,C
2869,Australia,23888000,Robin Scott (Western Australian politician),789217917,Stub
2870,Australia,23888000,Thomas Morrow (Australian politician),789256143,Stub
2871,Australia,23888000,Ann Barker,789262271,Start
2872,Australia,23888000,Neil McInnes (politician),789409874,Start
2873,Australia,23888000,Lynn MacLaren,789445271,Start
2874,Australia,23888000,"Archibald Bell, Sr.",789633470,Stub
2875,Australia,23888000,Helen Shardey,789651232,Stub
2876,Australia,23888000,Sandra Nori,789745025,C
2877,Australia,23888000,Arthur A'Beckett,789811987,Stub
2878,Australia,23888000,Arthur Chesterfield-Evans,789817568,C
2879,Australia,23888000,Arthur Hutchin,789826340,Start
2880,Australia,23888000,John Stewart (Western Australian politician),789864330,Start
2881,Australia,23888000,Liza Harvey,789906390,C
2882,Australia,23888000,Grace Grace,790146349,Start
2883,Australia,23888000,Steve Hutchins,790146377,Stub
2884,Australia,23888000,Kate Jones,790146395,C
2885,Australia,23888000,Roger Vale,790167874,Stub
2886,Australia,23888000,Augustus James,790184916,Stub
2887,Australia,23888000,George Holden (politician),790388618,Start
2888,Australia,23888000,Peter Primrose,790599519,Start
2889,Australia,23888000,Karlene Maywald,790631943,C
2890,Australia,23888000,Robert MacGregor (politician),790638068,Stub
2891,Australia,23888000,Barnard Drummond Clarkson,790642370,Start
2892,Australia,23888000,Nicole Lawder,790660866,Stub
2893,Australia,23888000,Michael Connington,790741948,Stub
2894,Australia,23888000,Percy Brookfield,790767431,Start
2895,Australia,23888000,Rosemary Foot (politician),790880782,Stub
2896,Australia,23888000,Thomas Chataway,790971800,Stub
2897,Australia,23888000,Leader of the Opposition in the Senate (Australia),791071461,GA
2898,Australia,23888000,Kevin Newman (politician),791085336,Start
2899,Australia,23888000,List of Australian Greens parliamentarians,791109887,B
2900,Australia,23888000,Marianne Saliba,791121254,Start
2901,Australia,23888000,Peter Georgiou,791123106,Start
2902,Australia,23888000,Rod Oliver,791134881,Start
2903,Australia,23888000,Michael McHugh,791266371,Start
2904,Australia,23888000,Bev Cains,791274171,Stub
2905,Australia,23888000,Leader of the Government in the Senate (Australia),791301968,C
2906,Australia,23888000,Jim Small,791318138,Start
2907,Australia,23888000,Susan Renouf,791366554,Start
2908,Australia,23888000,Gil Langley,791394894,C
2909,Australia,23888000,Bill Sykes,791448632,Start
2910,Australia,23888000,Joseph O'Carroll,791481044,Stub
2911,Australia,23888000,David Dalgleish,791960444,Stub
2912,Australia,23888000,Belinda Neal,792039252,Start
2913,Australia,23888000,Phil Cleary,792050981,C
2914,Australia,23888000,Rita Saffioti,792072748,Start
2915,Australia,23888000,Athol Meyer,792084056,Stub
2916,Australia,23888000,Alexander Wilson (Australian politician),792125979,Start
2917,Australia,23888000,Horatio Wills,792251564,Start
2918,Australia,23888000,List of Indigenous Australian politicians,792410190,C
2919,Australia,23888000,Bronwyn Pike,792411628,Start
2920,Australia,23888000,Al Grassby,792424148,C
2921,Australia,23888000,Lord Augustus Loftus,792565580,C
2922,Australia,23888000,Joseph Bosisto,792610997,Start
2923,Australia,23888000,Burman Lauga,792635544,Stub
2924,Australia,23888000,Maureen Hayes,792755597,Stub
2925,Australia,23888000,Louis Bisdee,793101119,Stub
2926,Australia,23888000,Carmel Tebbutt,793192466,C
2927,Australia,23888000,Brian Dixon,793232711,Start
2928,Australia,23888000,George Cummins Morphett,793238357,Start
2929,Australia,23888000,Carryn Sullivan,793240078,Stub
2930,Australia,23888000,Glenys Godfrey,793310170,Start
2931,Australia,23888000,Cate Molloy,793339062,Start
2932,Australia,23888000,Catherine Green,793350781,Start
2933,Australia,23888000,Fred Book,793350796,Stub
2934,Australia,23888000,Cecil Coghlan,793401486,Stub
2935,Australia,23888000,Ngaree Ah Kit,793468416,Stub
2936,Australia,23888000,Hyacinth Tungutalum,793501093,Stub
2937,Australia,23888000,Laurence O'Loughlin,793525143,Stub
2938,Australia,23888000,List of whips in the Australian House of Representatives,793573674,FA
2939,Australia,23888000,Charles Campbell (New South Wales politician),793652598,Stub
2940,Australia,23888000,Trevor Evans (politician),793657296,Start
2941,Australia,23888000,Charles Heydon,793677019,Stub
2942,Australia,23888000,Charles Melbourne,793690148,Stub
2943,Australia,23888000,Charles Richardson (Australian politician),793700227,Stub
2944,Australia,23888000,Charles Riley (politician),793700374,Stub
2945,Australia,23888000,Charles Wray Finch,793719856,Stub
2946,Australia,23888000,Tung Ngo,793807953,Stub
2947,Australia,23888000,William Little (politician),793838128,Stub
2948,Australia,23888000,William Armstrong (Australian politician),793838991,Stub
2949,Australia,23888000,Philip Donato,793963955,Stub
2950,Australia,23888000,Selena Uibo,793984032,Start
2951,Australia,23888000,Susan Close,793989321,Start
2952,Australia,23888000,May Holman,794007106,Start
2953,Australia,23888000,Gordon Walsh,794008342,Start
2954,Australia,23888000,Chloë Fox,794045587,C
2955,Australia,23888000,Trent Zimmerman,794144450,C
2956,Australia,23888000,Christian Rowan,794171939,C
2957,Australia,23888000,Dee Ryall,794184656,Start
2958,Australia,23888000,Christine Fyffe,794197152,Start
2959,Australia,23888000,Francis Foster (Tasmanian politician),794333284,Stub
2960,Australia,23888000,John Howard Taylor,794370661,Stub
2961,Australia,23888000,Tommy Ryan (politician),794391283,Start
2962,Australia,23888000,Ted O'Brien (Australian politician),794463844,Start
2963,Australia,23888000,Liddy Clark,794622784,Start
2964,Australia,23888000,Edmund Lonsdale,794767748,Start
2965,Australia,23888000,Edmund Piesse,794767765,Stub
2966,Australia,23888000,Francis McLean (politician),794768163,Stub
2967,Australia,23888000,Frank Ford (Australian politician),794768218,Stub
2968,Australia,23888000,Frank Liddell (politician),794768254,Stub
2969,Australia,23888000,George Cruickshank (Australian politician),794768516,Stub
2970,Australia,23888000,George Edwards (Australian politician),794768528,Stub
2971,Australia,23888000,Gratton Wilson,794768668,Stub
2972,Australia,23888000,Henry Lee (Australian politician),794768792,Stub
2973,Australia,23888000,Henry Saunders (politician),794768847,Stub
2974,Australia,23888000,Jabez Coon,794769061,Stub
2975,Australia,23888000,Jack Kane,794769196,Start
2976,Australia,23888000,James Gibb (Australian politician),794769395,Stub
2977,Australia,23888000,James Macfarlane,794769479,Stub
2978,Australia,23888000,James Styles,794769622,Stub
2979,Australia,23888000,Jim Handby,794769695,Start
2980,Australia,23888000,John Clasby,794770038,Start
2981,Australia,23888000,John Ferguson (Australian politician),794770101,Start
2982,Australia,23888000,John Gray (Australian politician),794770162,Stub
2983,Australia,23888000,Lionel Courtenay,794770946,Stub
2984,Australia,23888000,John Stirling (New South Wales politician),794782097,Stub
2985,Australia,23888000,Jacob Montefiore,794805164,Stub
2986,Australia,23888000,Edwin Gordon Blackmore,794860887,Start
2987,Australia,23888000,Justin Madden,794865154,C
2988,Australia,23888000,Frank King (Australian politician),794997601,Stub
2989,Australia,23888000,Betty Kiernan,795095756,Stub
2990,Australia,23888000,Nicolas Hyeronimus,795111076,Start
2991,Australia,23888000,Andrea Mitchell (politician),795127080,Start
2992,Australia,23888000,Abram Moriarty,795154124,Stub
2993,Australia,23888000,Kenneth Snodgrass,795188135,Start
2994,Australia,23888000,Louis Smith (Australian politician),795458768,Stub
2995,Australia,23888000,Mary Wooldridge,795593770,C
2996,Australia,23888000,Jim Robertson (politician),795801882,Stub
2997,Australia,23888000,Jim Pead,795801917,Stub
2998,Australia,23888000,Ric Charlesworth,795878995,C
2999,Australia,23888000,Peg Putt,795884279,Start
3000,Australia,23888000,Judy Jackson,795885110,Start
3001,Australia,23888000,Mabel Miller,795885497,Start
3002,Australia,23888000,Fran Bladel,795889367,Start
3003,Australia,23888000,Gill James,795891586,Stub
3004,Australia,23888000,Edward Larkin,795907529,C
3005,Australia,23888000,Albert Gardiner,795921784,Start
3006,Australia,23888000,George Lee (Australian politician),796052507,Stub
3007,Australia,23888000,Doug Cameron (politician),796168267,Start
3008,Australia,23888000,Jeff Knuth,796177258,Start
3009,Australia,23888000,Elizabeth Couchman,796443738,Start
3010,Australia,23888000,James Toulmin Morris,796493998,Stub
3011,Australia,23888000,David Parker (Australian politician),796496260,Start
3012,Australia,23888000,Bonita Mabo,796523104,Stub
3013,Australia,23888000,Arthur Beck,796526625,Stub
3014,Australia,23888000,James McKenzie (Australian politician),796527533,Stub
3015,Australia,23888000,Bill Nankivell,796659447,Stub
3016,Australia,23888000,Bob Cheek,796674499,Start
3017,Australia,23888000,Sarah Henderson,796726465,Start
3018,Australia,23888000,Alby Broadby,796898805,Stub
3019,Australia,23888000,Karen Struthers,796926986,Start
3020,Australia,23888000,Lia Finocchiaro,797086564,C
3021,Australia,23888000,John Carnie,797174173,Stub
3022,Australia,23888000,Mia Davies,797202076,C
3023,Australia,23888000,Mick Palmer,797301172,Stub
3024,Australia,23888000,Louise Asher,797306111,Start
3025,Australia,23888000,Heather Butler,797308955,Stub
3026,Australia,23888000,Sarah Courtney,797314370,Stub
3027,Australia,23888000,June Craig,797314484,Start
3028,Australia,23888000,Lily D'Ambrosio,797315387,Start
3029,Australia,23888000,John Alexander (Australian politician),797318162,C
3030,Australia,23888000,Luke Leake,797323617,Start
3031,Australia,23888000,Kate Carnell,797330303,C
3032,Australia,23888000,Rosemary Follett,797330662,C
3033,Australia,23888000,William Henry Piddington,797409734,Start
3034,Australia,23888000,Sophie Mirabella,797472793,B
3035,Australia,23888000,Gladys Berejiklian,797503149,C
3036,Australia,23888000,Michael Egan (Australian politician),797503500,C
3037,Australia,23888000,Paul Everingham,797565719,Start
3038,Australia,23888000,Emma Husar,797627600,Start
3039,Australia,23888000,Chansey Paech,797644545,C
3040,Australia,23888000,Geoff Clark (politician),797734309,C
3041,Australia,23888000,Charles Sladen,797811728,Start
3042,Australia,23888000,Fiona Richardson,797901980,C
3043,Australia,23888000,Maxine Morand,797965011,C
3044,Australia,23888000,Louise Hand,798038859,Start
3045,Australia,23888000,Mary Cramer,798043857,Start
3046,Australia,23888000,Stephen Dawson (politician),798148585,C
3047,Australia,23888000,Amber-Jade Sanderson,798151306,Start
3048,Australia,23888000,Kate Doust,798151589,Start
3049,Australia,23888000,National Party of Australia – NSW,798152022,Start
3050,Australia,23888000,Larisa Lee,798199586,C
3051,Australia,23888000,Phuong Ngo,798346879,C
3052,Australia,23888000,John Newman (Australian politician),798359407,Start
3053,Australia,23888000,Meegan Fitzharris,798511284,Start
3054,Australia,23888000,George Hill (Australian politician),798672295,Stub
3055,Australia,23888000,George Kerr (Australian politician),798682909,Start
3056,Australia,23888000,Joan Kirner,798705170,C
3057,Australia,23888000,Mike Horan,798707326,C
3058,Australia,23888000,Damian Drum,798746498,C
3059,Australia,23888000,Ross Hart (politician),798854096,Stub
3060,Australia,23888000,Reg Gulley,798859642,Start
3061,Australia,23888000,Maggie Hickey,798868310,Start
3062,Australia,23888000,Andrew Barr,798894545,C
3063,Australia,23888000,Darren Grimwade,798996908,Stub
3064,Australia,23888000,Rose Jackson (politician),799025550,C
3065,Australia,23888000,Brian Mitchell (politician),799090295,Start
3066,Australia,23888000,David Morgan (businessman),799200457,C
3067,Australia,23888000,Lisa Baker (Australian politician),799209547,Start
3068,Australia,23888000,Harold Edward Elliott,799212907,FA
3069,Australia,23888000,David Stuart (diplomat),799235130,Start
3070,Australia,23888000,Rosemary Huxtable,799342292,Start
3071,Australia,23888000,Dean Smith (Australian politician),799358863,Start
3072,Australia,23888000,Gilbert Chandler,799428987,Start
3073,Australia,23888000,Rachel Carling-Jenkins,799470840,Start
3074,Australia,23888000,Chris Crewther,799479410,Start
3075,Australia,23888000,Naomi Wilson,799534078,Start
3076,Australia,23888000,Keith Wright (Australian politician),799537570,Start
3077,Australia,23888000,List of Australian politicians convicted of crimes,799541877,GA
3078,Australia,23888000,Brian Burke (Australian politician),799547411,C
3079,Australia,23888000,Elizabeth Farrelly,799647051,C
3080,Australia,23888000,Millie Peacock,799675777,Start
3081,Australia,23888000,Frederic North,799702724,C
3082,Australia,23888000,Ian McLachlan,799730711,Start
3083,Australia,23888000,Candy Broad,799739992,C
3084,Australia,23888000,Morton Cohen (politician),799819846,Stub
3085,Australia,23888000,Dianne Guise,799842523,Stub
3086,Australia,23888000,Neil Trezise,799897575,Start
3087,Australia,23888000,Rex Townley,799928482,C
3088,Australia,23888000,Isobel Redmond,799996429,GA
3089,Australia,23888000,Alex Greenwich,800063246,C
3090,Australia,23888000,Nick Dondas,800075262,Start
3091,Australia,23888000,Inga Peulich,800191978,C
3092,Australia,23888000,Bryan Pape,800226786,Start
3093,Australia,23888000,Lance Milne,800229588,Stub
3094,Australia,23888000,Don Pegler,800276593,Stub
3095,Australia,23888000,Donald McIntyre (New South Wales politician),800304370,Stub
3096,Australia,23888000,Donna Bauer,800332600,Stub
3097,Australia,23888000,Donna Faragher,800333552,Start
3098,Australia,23888000,Marlene Kairouz,800375456,Start
3099,Australia,23888000,Joseph Cook,800514552,C
3100,Australia,23888000,Don Harwin,800560092,GA
3101,Australia,23888000,John Blaxland (politician),800562128,Stub
3102,Australia,23888000,Adriana Taylor,800562483,Start
3103,Australia,23888000,Donnell Ryan,800697518,Start
3104,Australia,23888000,Dympna Beard,800714916,Stub
3105,Australia,23888000,John Darley (politician),800720562,Start
3106,Australia,23888000,Susan Cox,800728922,Start
3107,Australia,23888000,Terry Waldron,800780853,Start
3108,Australia,23888000,Malarndirri McCarthy,800861869,C
